,store_number,city,country,latitude,longitude,ownership_type,opening_time
313,23216-228405,Muscat,OM,25.985017,56.282847,LS,"('5', '30', 'AM')"
314,1926-141411,Al Ain,AE,24.160592,55.807567,LS,"('8', '30', 'AM')"
315,17788-183965,Al Ain,AE,24.207041,55.759096,LS,"('12', '00', 'AM')"
316,16257-166109,Al Ain,AE,24.222205,55.781988,LS,"('8', '00', 'AM')"
317,54627-288356,Alain,AE,24.183138,55.733621,LS,"('23', '23', 'AM')"
318,17291-169884,Al Ain,AE,24.219302,55.753731,LS,"('7', '00', 'AM')"
319,54629-288355,Alain,AE,24.172921,55.719899,LS,"('23', '23', 'AM')"
320,50451-274789,Al Ain,AE,24.231222,55.733019,LS,"('23', '23', 'AM')"
321,34332-97778,Al Ain,AE,24.243583,55.726779,LS,"('7', '30', 'AM')"
322,30781-99022,Abu Dhabi,AE,24.188009,55.68792,LS,"('6', '30', 'AM')"
323,24510-238164,Al Ain,AE,24.274663,55.779172,LS,"('7', '00', 'AM')"
324,49299-267848,Al Ain,AE,24.243636,55.71701,LS,"('7', '00', 'AM')"
325,49784-267456,Sharjah,AE,24.24469,55.717253,LS,"('23', '23', 'AM')"
326,63179-296362,Al Ain,AE,24.267005,55.734189,LS,"('23', '23', 'AM')"
327,29306-253248,Al Ain,AE,24.213316,55.666778,LS,"('8', '00', 'AM')"
328,32640-131563,Al Ain,AE,24.195469,55.647858,LS,"('7', '00', 'AM')"
329,29651-254742,Al Ain,AE,24.2187,55.641442,LS,"('7', '30', 'AM')"
330,15938-165686,Abu Dhabi,AE,24.48311,55.77399,LS,"('8', '00', 'AM')"
331,29562-254257,Al Ain,AE,24.104702,55.440751,LS,"('23', '23', 'AM')"
332,53572-285786,Dubai,AE,24.585631,55.053611,LS,"('23', '23', 'AM')"
333,53442-285606,Dubai,AE,24.585669,55.053585,LS,"('23', '23', 'AM')"
334,27950-248318,Dubai,AE,25.027596,55.267153,LS,"('7', '00', 'AM')"
335,61827-296160,Sharjah,AE,25.355882,56.351082,LS,"('23', '23', 'AM')"
336,54628-288358,Fujirah,AE,25.151276,56.344841,LS,"('23', '23', 'AM')"
337,17045-172945,Fujairah,AE,25.125593,56.30138,LS,"('8', '00', 'AM')"
338,56370-289640,Fujeirah,AE,25.133235,56.346149,LS,"('23', '23', 'AM')"
339,32073-107463,Dubai,AE,25.074454,55.402717,LS,"('10', '00', 'AM')"
340,56754-289929,dubai,AE,25.009655,55.29137,LS,"('23', '23', 'AM')"
341,51595-278784,Abu Dhabi,AE,24.303396,54.622076,LS,"('23', '23', 'AM')"
342,49327-268228,Abu Dhabi,AE,24.457592,54.673552,LS,"('6', '30', 'AM')"
343,23549-231166,Abu Dhabi,AE,24.386922,54.723377,LS,"('8', '00', 'AM')"
344,20772-207664,Abu Dhabi,AE,24.454883,54.723729,LS,"('6', '30', 'AM')"
345,20113-195784,Abu Dhabi,AE,24.523448,54.670817,LS,"('8', '30', 'AM')"
346,4034-136938,Buenos Aires,AR,-34.547348,-58.485948,LS,"('10', '00', 'AM')"
347,3525-142748,Buenos Aires,AR,-34.547348,-58.485858,LS,"('7', '00', 'AM')"
348,13054-156007,Buenos Aires,AR,-34.550916,-58.466774,LS,"('7', '00', 'AM')"
349,21884-185944,Buenos Aires,AR,-34.535834,-58.466928,LS,"('7', '00', 'AM')"
350,15478-161685,Buenos Aires,AR,-34.525983,-58.474728,LS,"('7', '00', 'AM')"
351,47283-246923,Buenos Aires,AR,-34.557695,-58.460546,LS,"('6', '30', 'AM')"
352,15654-164107,Buenos Aires,AR,-34.562778,-58.456276,LS,"('7', '00', 'AM')"
353,15458-161684,Buenos Aires,AR,-34.576668,-58.482647,LS,"('7', '00', 'AM')"
354,20331-204904,Buenos Aires,AR,-34.554794,-58.449336,LS,"('6', '30', 'AM')"
355,1284-140707,Buenos Aires,AR,-34.572935,-58.459374,LS,"('7', '00', 'AM')"
356,29536-246926,Buenos Aires,AR,-34.55983,-58.445274,LS,"('7', '00', 'AM')"
357,49461-269445,Buenos Aires,AR,-34.509093,-58.491947,LS,"('7', '00', 'AM')"
358,1270-136935,Buenos Aires,AR,-34.568813,-58.443745,LS,"('7', '00', 'AM')"
359,16690-174425,Buenos Aires,AR,-34.570443,-58.443969,LS,"('6', '30', 'AM')"
360,7123-150606,Buenos Aires,AR,-34.567794,-58.4368,LS,"('6', '30', 'AM')"
361,54216-286480,Buenos Aires,AR,-34.508636,-58.523224,LS,"('10', '00', 'AM')"
362,47294-254164,Buenos Aires,AR,-34.578014,-58.438144,LS,"('7', '30', 'AM')"
363,1271-136936,Buenos Aires,AR,-34.506768,-58.523491,LS,"('10', '00', 'AM')"
364,25324-219149,Buenos Aires,AR,-34.584575,-58.435814,LS,"('7', '00', 'AM')"
365,15509-158844,Buenos Aires,AR,-34.57519,-58.425356,LS,"('8', '00', 'AM')"
366,49469-269451,Buenos Aires,AR,-34.489839,-58.485391,LS,"('7', '00', 'AM')"
367,16744-173424,Buenos Aires,AR,-34.571917,-58.42168,LS,"('7', '30', 'AM')"
368,20313-198064,Buenos Aires,AR,-34.581832,-58.42804,LS,"('10', '00', 'AM')"
369,26540-219150,Buenos Aires,AR,-34.489259,-58.499991,LS,"('6', '30', 'AM')"
370,51308-278015,CABA,AR,-34.558379,-58.41019,LS,"('1', '00', 'AM')"
371,49438-156016,Buenos Aires,AR,-34.574442,-58.416297,LS,"('7', '00', 'AM')"
372,24876-231226,Buenos Aires,AR,-34.598666,-58.440152,LS,"('7', '00', 'AM')"
373,1290-142064,Buenos Aires,AR,-34.589835,-58.425611,LS,"('7', '30', 'AM')"
374,17243-180104,Buenos Aires,AR,-34.611792,-58.518163,LS,"('10', '00', 'AM')"
375,57103-289481,San Isidro,AR,-34.497796,-58.545517,LS,"('7', '00', 'AM')"
376,3629-142529,Buenos Aires,AR,-34.580807,-58.410449,LS,"('7', '00', 'AM')"
377,25325-232985,BUENOS AIRES,AR,-34.586575,-58.414098,LS,"('7', '00', 'AM')"
378,7027-149890,Buenos Aires,AR,-34.57785,-58.405995,LS,"('7', '00', 'AM')"
379,9199-152184,Buenos Aires,AR,-34.575586,-58.404014,LS,"('10', '00', 'AM')"
380,32499-294750,Buenos Aires,AR,-34.587978,-58.409652,LS,"('6', '30', 'AM')"
381,15059-157325,Buenos Aires,AR,-34.592319,-58.412618,LS,"('7', '00', 'AM')"
382,50998-276869,Buenos Aires,AR,-34.587413,-58.407765,LS,"('7', '00', 'AM')"
383,16786-175824,Buenos Aires,AR,-34.490901,-58.547632,LS,"('7', '00', 'AM')"
384,15008-157047,Buenos Aires,AR,-34.470386,-58.511856,LS,"('7', '00', 'AM')"
385,15058-157324,Buenos Aires,AR,-34.584775,-58.399801,LS,"('7', '00', 'AM')"
386,21445-212345,CABA,AR,-34.618671,-58.437291,LS,"('10', '00', 'AM')"
387,15005-157045,Buenos Aires,AR,-34.617189,-58.43399,LS,"('7', '30', 'AM')"
388,26464-238685,Buenos Aires,AR,-34.597871,-58.406615,LS,"('7', '00', 'AM')"
389,3554-153291,Buenos Aires,AR,-34.590791,-58.400619,LS,"('7', '00', 'AM')"
390,6177-149892,Buenos Aires,AR,-34.615562,-58.4291,LS,"('7', '00', 'AM')"
391,47751-259030,Caba,AR,-34.589466,-58.398381,LS,"('6', '30', 'AM')"
392,1279-139527,Buenos Aires,AR,-34.603912,-58.410938,LS,"('9', '00', 'AM')"
393,19945-198044,Buenos Aires,AR,-34.60404,-58.410992,LS,"('10', '00', 'AM')"
394,49471-269448,Buenos Aires,AR,-34.622293,-58.437357,LS,"('7', '00', 'AM')"
395,55625-289482,Buenos Aires,AR,-34.604213,-58.40883,LS,"('7', '00', 'AM')"
396,24076-221025,Buenos Aires,AR,-34.599596,-58.40046,LS,"('7', '00', 'AM')"
397,49462-269446,Buenos Aires,AR,-34.60936,-58.397202,LS,"('7', '00', 'AM')"
398,26539-230148,Buenos Aires,AR,-34.5957,-58.395991,LS,"('7', '00', 'AM')"
399,1277-139525,Buenos Aires,AR,-34.600682,-58.392956,LS,"('6', '30', 'AM')"
400,15653-164104,Buenos Aires,AR,-34.60445,-58.392312,LS,"('7', '00', 'AM')"
401,15329-160024,Buenos Aires,AR,-34.604569,-58.390987,LS,"('7', '00', 'AM')"
402,16743-175224,Buenos Aires,AR,-34.59606,-58.393272,LS,"('6', '30', 'AM')"
403,16479-169427,Buenos Aires,AR,-34.602881,-58.386377,LS,"('6', '30', 'AM')"
404,24877-228684,Buenos Aires,AR,-34.588792,-58.393643,LS,"('8', '00', 'AM')"
405,16600-173444,Buenos Aires,AR,-34.609274,-58.384918,LS,"('7', '00', 'AM')"
406,26472-239830,Buenos Aires,AR,-34.595678,-58.385854,LS,"('6', '30', 'AM')"
407,16237-169426,Buenos Aires,AR,-34.585616,-58.39339,LS,"('8', '00', 'AM')"
408,8090-154364,Buenos Aires,AR,-34.604593,-58.382199,LS,"('6', '30', 'AM')"
409,51315-278014,CABA,AR,-34.603606,-58.380942,LS,"('6', '30', 'AM')"
410,23695-219147,Buenos Aires,AR,-34.59901,-58.380961,LS,"('7', '00', 'AM')"
411,56607-290487,Buenos Aires,AR,-34.583946,-58.390594,LS,"('7', '00', 'AM')"
412,53537-285731,Buenos Aires,AR,-34.60493,-58.379153,LS,"('7', '00', 'AM')"
413,26461-232984,BUENOS AIRES,AR,-34.603457,-58.379116,LS,"('7', '00', 'AM')"
414,51310-278023,CABA,AR,-34.589049,-58.384249,LS,"('9', '00', 'AM')"
415,7152-150785,Buenos Aires,AR,-34.616485,-58.381815,LS,"('7', '00', 'AM')"
416,19944-202505,Buenos Aires,AR,-34.616694,-58.381589,LS,"('7', '00', 'AM')"
417,47750-259026,Caba,AR,-34.597064,-58.378442,LS,"('7', '00', 'AM')"
418,19948-198065,Buenos Aires,AR,-34.611709,-58.378743,LS,"('6', '30', 'AM')"
419,1285-140708,Buenos Aires,AR,-34.60798,-58.374965,LS,"('6', '30', 'AM')"
420,1282-139530,Buenos Aires,AR,-34.598942,-58.375034,LS,"('7', '00', 'AM')"
421,26459-238684,Buenos Aires,AR,-34.596922,-58.37535,LS,"('7', '00', 'AM')"
422,26538-230144,Buenos Aires,AR,-34.604566,-58.373918,LS,"('7', '00', 'AM')"
423,26535-240364,Buenos Aires,AR,-34.606243,-58.373698,LS,"('6', '30', 'AM')"
424,50378-274446,Buenos Aires,AR,-34.605306,-58.372574,LS,"('7', '00', 'AM')"
425,50379-274447,Buenos Aires,AR,-34.605953,-58.370991,LS,"('7', '00', 'AM')"
426,15672-164105,Buenos Aires,AR,-34.612621,-58.374852,LS,"('6', '30', 'AM')"
427,8177-151507,Buenos Aires,AR,-34.603431,-58.372271,LS,"('7', '00', 'AM')"
428,54463-286709,Buenos Aires,AR,-34.610702,-58.366136,LS,"('7', '00', 'AM')"
429,17802-185946,Buenos Aires,AR,-34.599091,-58.372736,LS,"('7', '00', 'AM')"
430,1281-139529,Buenos Aires,AR,-34.600444,-58.36879,LS,"('7', '00', 'AM')"
431,21525-212344,Buenos Aires,AR,-34.598735,-58.374347,LS,"('8', '30', 'AM')"
432,15142-156008,Buenos Aires,AR,-34.613772,-58.366175,LS,"('6', '30', 'AM')"
433,3803-153444,Buenos Aires,AR,-34.601144,-58.364731,LS,"('7', '00', 'AM')"
434,20619-198066,Buenos Aires,AR,-34.59514,-58.371869,LS,"('7', '00', 'AM')"
435,15459-161686,Buenos Aires,AR,-34.620778,-58.37141,LS,"('7', '00', 'AM')"
436,9126-151506,Buenos Aires,AR,-34.59321,-58.376136,LS,"('6', '30', 'AM')"
437,49472-269454,Buenos Aires,AR,-34.591183,-58.374224,LS,"('6', '00', 'AM')"
438,54291-286550,Buenos Aires,AR,-34.634115,-58.375632,LS,"('7', '00', 'AM')"
439,40204-76700,Wien,AT,48.200706,16.358635,CO,"('7', '30', 'AM')"
440,40206-77760,Wien,AT,48.198655,16.350052,CO,"('7', '00', 'AM')"
441,32492-120288,Wien,AT,48.200786,16.368764,CO,"('6', '30', 'AM')"
442,59648-293830,Wien,AT,48.202868,16.370227,CO,"('7', '00', 'AM')"
443,40213-99693,Wien,AT,48.207627,16.367094,CO,"('8', '00', 'AM')"
444,15134-158024,Wien,AT,48.208554,16.369449,CO,"('7', '30', 'AM')"
445,17786-183845,Wien,AT,48.213186,16.362802,CO,"('6', '30', 'AM')"
446,19247-200084,Wien,AT,48.196622,16.337601,CO,"('6', '30', 'AM')"
447,31077-103980,Wien,AT,48.211299,16.376093,CO,"('7', '00', 'AM')"
448,32495-133884,Wien,AT,48.205817,16.385848,CO,"('6', '30', 'AM')"
449,23739-161864,Wien,AT,48.184985,16.377522,CO,"('6', '00', 'AM')"
450,40212-96779,Wien,AT,48.220408,16.347473,CO,"('6', '15', 'AM')"
451,40202-69420,Wien,AT,48.240344,16.386985,CO,"('7', '00', 'AM')"
452,13074-150484,Wien,AT,48.243246,16.434104,CO,"('7', '30', 'AM')"
453,21998-216824,Vosendorf,AT,48.111793,16.318671,CO,"('8', '00', 'AM')"
454,25921-242984,Schwechat,AT,48.125435,16.555225,LS,"('5', '00', 'AM')"
455,53343-284764,Parndorf,AT,47.979619,16.850464,LS,"('9', '00', 'AM')"
456,56689-290605,Bratislava,SK,48.205602,17.033937,LS,"('8', '00', 'AM')"
457,59650-292415,Bratislava,SK,48.143416,17.107639,LS,"('23', '23', 'AM')"
458,49159-254844,Bratislava,SK,48.132755,17.108082,LS,"('7', '30', 'AM')"
459,49331-254845,Bratislava,SK,48.140456,17.120988,LS,"('8', '00', 'AM')"
460,51041-276777,Bratislava,SK,48.162257,17.129365,LS,"('7', '00', 'AM')"
461,49324-261229,Bratislava,SK,48.164931,17.181494,LS,"('8', '00', 'AM')"
462,53558-285766,Chvalovice,CZ,48.762737,16.062601,JV or FR,"('10', '00', 'AM')"
463,32639-137287,Zaventem,BE,50.89737,4.4851,LS,"('12', '00', 'AM')"
464,6030-137290,Zaventem,BE,50.90035,4.48431,LS,"('5', '00', 'AM')"
465,1338-245953,Zaventem,BE,50.869313,4.481211,LS,"('3', '30', 'AM')"
466,48459-260557,Brussels,BE,50.838031,4.406705,LS,"('8', '00', 'AM')"
467,48462-260556,Brussels,BE,50.842313,4.383166,LS,"('8', '00', 'AM')"
468,62107-296650,Schaerbeek,BE,50.860649,4.360097,LS,"('23', '23', 'AM')"
469,48458-252564,Brussels,BE,50.855229,4.358321,LS,"('7', '00', 'AM')"
470,20374-205052,Brussels,BE,50.840911,4.36389,LS,"('10', '30', 'AM')"
471,15272-158067,Brussels,BE,50.84556,4.35694,LS,"('7', '00', 'AM')"
472,26401-240667,Brussels,BE,50.834332,4.35234,LS,"('7', '30', 'AM')"
473,62248-296857,Brussels,BE,50.835177,4.335222,LS,"('6', '30', 'AM')"
474,26399-240668,Brussels,BE,50.831921,4.33318,LS,"('7', '30', 'AM')"
475,53522-285716,Leuven,BE,50.852036,4.658462,LS,"('8', '00', 'AM')"
476,53524-285717,Leuven,BE,50.853742,4.659964,LS,"('8', '00', 'AM')"
477,20894-198024,Leuven,BE,50.881641,4.71445,LS,"('8', '00', 'AM')"
478,66389-300918,Berchem,BE,51.201311,4.433957,LS,"('23', '23', 'AM')"
479,51471-277548,Kruibeke,BE,51.183973,4.290078,LS,"('8', '00', 'AM')"
480,51470-277465,Beveren,BE,51.185398,4.290357,LS,"('8', '00', 'AM')"
481,6104-148664,Antwerp,BE,51.21722,4.42111,LS,"('8', '00', 'AM')"
482,48460-262584,Antwerp,BE,51.219967,4.421289,LS,"('7', '30', 'AM')"
483,18497-185504,Antwerp,BE,51.219631,4.401097,LS,"('11', '00', 'AM')"
484,57636-291729,Wetteren,BE,50.970831,3.845277,LS,"('6', '00', 'AM')"
485,57637-291730,Wetteren,BE,50.970013,3.840391,LS,"('6', '00', 'AM')"
486,19372-201645,Namur,BE,50.46852,4.863315,LS,"('8', '00', 'AM')"
487,17299-177127,Gent,BE,51.036384,3.716252,LS,"('7', '30', 'AM')"
488,15759-164604,Gent,BE,51.054399,3.7219,LS,"('9', '00', 'AM')"
489,60386-294648,Hasselt,BE,50.931014,5.32741,LS,"('8', '30', 'AM')"
490,51472-277468,Minderhout,BE,51.420201,4.706803,LS,"('8', '00', 'AM')"
491,59943-294077,Saint-Ghislain,BE,50.452517,3.805738,LS,"('8', '00', 'AM')"
492,59946-294079,Saint-Ghislain,BE,50.451737,3.805375,LS,"('8', '00', 'AM')"
493,55318-289148,Breda,NL,51.499901,4.741532,LS,"('7', '00', 'AM')"
494,58555-292747,Breda,NL,51.596072,4.779727,LS,"('7', '00', 'AM')"
495,1460-137881,Burgas,BG,42.530403,27.457174,LS,"('23', '23', 'AM')"
496,53647-285881,Burgas,BG,42.512744,27.455137,LS,"('23', '23', 'AM')"
497,1603-141846,Sofia,BG,42.68993,23.331432,LS,"('23', '23', 'AM')"
498,52301-281445,Sofia,BG,42.695597,23.324876,LS,"('23', '23', 'AM')"
499,1370-137876,Sofia,BG,42.68613,23.321456,LS,"('23', '23', 'AM')"
500,54683-288421,Sofia,BG,42.692343,23.354612,LS,"('23', '23', 'AM')"
501,22556-222345,Sofia,BG,42.657089,23.315611,LS,"('23', '23', 'AM')"
502,54702-288424,Sofia,BG,42.664692,23.288345,LS,"('23', '23', 'AM')"
503,55291-288425,Plovdiv,BG,42.66447,23.288586,LS,"('23', '23', 'AM')"
504,1459-137880,Sofia,BG,42.66049,23.382437,LS,"('23', '23', 'AM')"
505,53637-285880,Sofia,BG,42.624704,23.352377,LS,"('23', '23', 'AM')"
506,1349-112145,Manama,BH,26.24169,50.58798,LS,"('6', '30', 'AM')"
507,34345-98401,Manama,BH,26.23658,50.57716,LS,"('10', '00', 'AM')"
508,51120-275065,Al Manama,BH,26.243932,50.574414,LS,"('23', '23', 'AM')"
509,51295-275066,Al Manama,BH,26.244221,50.574457,LS,"('23', '23', 'AM')"
510,51128-275064,Al Manama,BH,26.244529,50.574478,LS,"('23', '23', 'AM')"
511,63121-296813,Manama,BH,26.228574,50.586088,LS,"('23', '23', 'AM')"
512,26955-246149,Manama,BH,26.228516,50.58614,LS,"('23', '23', 'AM')"
513,21603-213405,Manama,BH,26.228516,50.58605,LS,"('23', '23', 'AM')"
514,23604-225764,Manama,BH,26.233385,50.574907,LS,"('23', '23', 'AM')"
515,1582-122086,Muharraq,BH,26.24934,50.6105,LS,"('7', '00', 'AM')"
516,17189-179925,Manama,BH,26.22067,50.578768,LS,"('6', '30', 'AM')"
517,47091-249849,Bahrain,BH,26.219166,50.578336,LS,"('23', '23', 'AM')"
518,52366-281710,Manama,BH,26.225312,50.608512,LS,"('23', '23', 'AM')"
519,18359-188905,Al Riffa,BH,26.216667,50.583333,LS,"('23', '23', 'AM')"
520,21148-209545,Manama,BH,26.216747,50.603428,LS,"('23', '23', 'AM')"
521,55608-289206,Manama,BH,26.215462,50.60109,LS,"('23', '23', 'AM')"
522,66037-300486,Adliya,BH,26.212744,50.584297,LS,"('23', '23', 'AM')"
523,32717-122090,المنامة,BH,26.23492,50.55467,LS,"('8', '30', 'AM')"
524,61328-295599,Manama,BH,26.235483,50.554526,LS,"('23', '23', 'AM')"
525,32716-134986,المنامة,BH,26.23492,50.55458,LS,"('10', '00', 'AM')"
526,15439-161444,Manama,BH,26.21311,50.568327,LS,"('6', '30', 'AM')"
527,53352-284985,Manama,BH,26.232302,50.550884,LS,"('23', '23', 'AM')"
528,34324-95973,Manama,BH,26.21165,50.60773,LS,"('12', '00', 'AM')"
529,34286-79020,Al Zinj,BH,26.2064,50.57619,LS,"('7', '30', 'AM')"
530,57168-290181,Manama,BH,26.224871,50.547042,LS,"('23', '23', 'AM')"
531,17255-179926,Manama,BH,26.20127,50.59515,LS,"('23', '23', 'AM')"
532,47377-258065,Manama,BH,26.22069,50.54566,LS,"('23', '23', 'AM')"
533,60898-294882,Manama,BH,26.27006,50.626086,LS,"('23', '23', 'AM')"
534,58213-292361,Manama,BH,26.266343,50.630387,LS,"('23', '23', 'AM')"
535,34234-33223,Manama,BH,26.22982,50.53717,LS,"('8', '30', 'AM')"
536,34218-27369,Manama,BH,26.23253,50.53644,LS,"('9', '00', 'AM')"
537,47088-256773,Bahrain,BH,26.214997,50.523915,LS,"('23', '23', 'AM')"
538,54693-288436,Isa Town,BH,26.168627,50.553161,LS,"('23', '23', 'AM')"
539,63306-296815,Manama,BH,26.218465,50.483554,LS,"('23', '23', 'AM')"
540,34302-86720,Sanad,BH,26.14469,50.57902,LS,"('7', '00', 'AM')"
541,47376-258066,Manama,BH,26.137163,50.519516,LS,"('23', '23', 'AM')"
542,61231-295597,Hamala,BH,26.162678,50.470059,LS,"('23', '23', 'AM')"
543,58209-292360,Manama,BH,26.158698,50.469627,LS,"('23', '23', 'AM')"
544,54690-288437,Manama,BH,26.162656,50.453172,LS,"('23', '23', 'AM')"
545,34308-93504,Khobar,SA,26.2886,50.22068,LS,"('6', '00', 'AM')"
546,56583-290459,Khobar,SA,26.219471,50.217619,LS,"('23', '23', 'AM')"
547,54529-286243,Khobar,SA,26.317315,50.222865,LS,"('23', '23', 'AM')"
548,62950-297509,Khobar,SA,26.288679,50.216117,LS,"('23', '23', 'AM')"
549,53610-281349,Khobar,SA,26.220761,50.212941,LS,"('23', '23', 'AM')"
550,26496-238333,DAMMAM,SA,26.31991,50.220566,LS,"('23', '23', 'AM')"
551,59182-292346,Khobar,SA,26.310891,50.212992,LS,"('23', '23', 'AM')"
552,59183-292347,Khobar,SA,26.310882,50.21296,LS,"('23', '23', 'AM')"
553,48973-265985,Khobar,SA,26.334299,50.211849,LS,"('23', '23', 'AM')"
554,49972-270484,Khobar,SA,26.205607,50.196507,LS,"('23', '23', 'AM')"
555,32580-128367,Khobar,SA,26.30452,50.1993,LS,"('6', '30', 'AM')"
556,54226-286159,Khobar,SA,26.201982,50.195237,LS,"('23', '23', 'AM')"
557,47991-260725,Khobar,SA,26.19065,50.187955,LS,"('23', '23', 'AM')"
558,31288-104391,Nassau,BS,25.07408,-77.31635,LS,"('23', '23', 'AM')"
559,30656-99475,Nassau,BS,25.08253,-77.31924,LS,"('23', '23', 'AM')"
560,31197-102257,Nassau,BS,25.06786,-77.32793,LS,"('23', '23', 'AM')"
561,13053-153764,Nassau,BS,25.085204,-77.32393,LS,"('9', '00', 'AM')"
562,18101-187804,Nassau,BS,25.086859,-77.322974,LS,"('23', '23', 'AM')"
563,32202-107597,Nassau,BS,25.08595,-77.32776,LS,"('23', '23', 'AM')"
564,49570-269945,Nassau,BS,25.077848,-77.341977,LS,"('23', '23', 'AM')"
565,30707-155784,Nassau,BS,25.07846,-77.34193,LS,"('23', '23', 'AM')"
566,56218-290137,Nassau,BS,25.033346,-77.353438,LS,"('23', '23', 'AM')"
567,32120-148724,Nassau,BS,25.06929,-77.39309,LS,"('23', '23', 'AM')"
568,53438-285608,Nassau,BS,25.070557,-77.396911,LS,"('23', '23', 'AM')"
569,56796-290770,Nassau,BS,25.070852,-77.39732,LS,"('23', '23', 'AM')"
570,20487-206084,Nassau,BS,25.048872,-77.465433,LS,"('23', '23', 'AM')"
571,4641-99593,Kelowna,CA,49.841375,-119.487573,CO,"('5', '30', 'AM')"
572,138-23,Kelowna,CA,49.860292,-119.490895,CO,"('5', '30', 'AM')"
573,4866-113885,Kelowna,CA,49.871984,-119.474837,CO,"('5', '30', 'AM')"
574,55048-288809,Kelowna,CA,49.883944,-119.490856,CO,"('5', '00', 'AM')"
575,4852-100915,Kelowna,CA,49.883909,-119.476125,CO,"('5', '00', 'AM')"
576,79563-103174,Kelowna,CA,49.885817,-119.489366,LS,"('7', '00', 'AM')"
577,58255-290135,Kelowna,CA,49.882748,-119.449967,CO,"('6', '00', 'AM')"
578,140-2120,Kelowna,CA,49.880755,-119.440845,CO,"('5', '30', 'AM')"
579,4482-89003,Kelowna,CA,49.887107,-119.426967,CO,"('5', '30', 'AM')"
580,18727-296865,Kelowna,CA,49.909525,-119.44992,CO,"('5', '00', 'AM')"
581,4640-99641,Kelowna,CA,49.895743,-119.413248,CO,"('5', '00', 'AM')"
582,4201-209164,Kelowna,CA,49.889114,-119.386436,CO,"('5', '30', 'AM')"
583,16139-163904,Westbank,CA,49.8375,-119.615532,CO,"('6', '30', 'AM')"
584,4659-100573,West Kelowna,CA,49.828233,-119.628634,CO,"('5', '30', 'AM')"
585,5077-140164,Kelowna,CA,49.940395,-119.395487,LS,"('7', '00', 'AM')"
586,4100-132104,Kelowna,CA,49.951305,-119.387554,CO,"('5', '30', 'AM')"
587,20831-207284,Winfield,CA,50.05397,-119.411781,CO,"('6', '00', 'AM')"
588,4972-104887,Penticton,CA,49.495793,-119.615237,CO,"('5', '30', 'AM')"
589,74378-92181,Penticton,CA,49.484306,-119.588799,LS,"('7', '00', 'AM')"
590,51852-279724,Penticton,CA,49.480449,-119.584099,CO,"('5', '00', 'AM')"
591,4501-277760,Vernon,CA,50.269177,-119.273273,CO,"('5', '00', 'AM')"
592,79601-107921,Vernon,CA,50.275494,-119.275378,LS,"('7', '00', 'AM')"
593,4221-46,Vernon,CA,50.283687,-119.268612,CO,"('7', '00', 'AM')"
594,58968-291604,Vernon,CA,50.288612,-119.268456,CO,"('6', '00', 'AM')"
595,74841-100500,Vancouver,CA,49.23206,-123.032935,LS,"('7', '00', 'AM')"
596,4723-103830,Vancouver,CA,49.232449,-123.024103,CO,"('5', '30', 'AM')"
597,4389-5324,Vancouver,CA,49.219547,-123.041049,CO,"('5', '30', 'AM')"
598,4553-101499,Vancouver,CA,49.22509,-123.053517,CO,"('5', '30', 'AM')"
599,56496-289940,Burnaby,CA,49.231027,-123.004608,LS,"('7', '00', 'AM')"
600,29965-256056,Burnaby,CA,49.226398,-123.004014,CO,"('5', '30', 'AM')"
601,15687-157685,Vancouver,CA,49.233639,-123.065709,CO,"('6', '00', 'AM')"
602,3067-137671,Burnaby,CA,49.254712,-123.023501,CO,"('6', '00', 'AM')"
603,4610-45179,Burnaby,CA,49.225691,-122.996499,CO,"('7', '00', 'AM')"
604,4739-103079,Burnaby,CA,49.227217,-122.995201,CO,"('5', '00', 'AM')"
605,24247-236889,Vancouver,CA,49.206191,-123.030764,CO,"('6', '00', 'AM')"
606,4818-104454,Vancouver,CA,49.258629,-123.030598,CO,"('6', '00', 'AM')"
607,22436-210404,Vancouver,CA,49.259644,-123.043793,CO,"('6', '00', 'AM')"
608,70310-133529,Burnaby,CA,49.256714,-123.007351,LS,"('6', '00', 'AM')"
609,4660-100750,Burnaby,CA,49.264287,-123.013756,CO,"('5', '30', 'AM')"
610,74843-99493,Vancouver,CA,49.261923,-123.068225,LS,"('7', '00', 'AM')"
611,4464-85803,Vancouver,CA,49.225132,-123.090486,CO,"('5', '30', 'AM')"
612,29914-253954,Burnaby,CA,49.265544,-123.004655,CO,"('5', '30', 'AM')"
613,27309-246886,Burnaby,CA,49.266855,-123.008052,LS,"('7', '00', 'AM')"
614,9039-273384,Burnaby,CA,49.2668,-123.001904,CO,"('5', '30', 'AM')"
615,4923-108672,Burnaby,CA,49.26434,-122.981571,CO,"('5', '30', 'AM')"
616,4821-104450,Burnaby,CA,49.199331,-122.979197,CO,"('5', '30', 'AM')"
617,78056-116695,Vancouver,CA,49.224812,-123.106931,LS,"('7', '30', 'AM')"
618,4578-96122,Vancouver,CA,49.28132,-123.046989,CO,"('5', '00', 'AM')"
619,127-168,Burnaby,CA,49.281203,-123.01214,CO,"('5', '30', 'AM')"
620,4539-94946,Burnaby,CA,49.218646,-122.956373,CO,"('5', '00', 'AM')"
621,74720-96049,Burnaby,CA,49.280453,-123.004454,LS,"('7', '00', 'AM')"
622,4466-86440,Richmond,CA,49.192193,-123.083661,CO,"('5', '00', 'AM')"
